sensation;a feeling that is experienced by the body, usually through the sense of touch;hissi;,Vücut tarafından deneyimlenen bir duygu,, genellikle...,
shallow;not deep  a small distance between the lowest and highest point;sığ;,derin değil,, en düşük arasında küçük bir mesafe ...,
simulate;to look, feel, or behave like something  to copy;simüle;,kopyalanacak bir şey gibi görünmek,, hissetmek veya davranmak,
simulation;a copy  a method that is used to study and analyze the characteristics of the real world;simülasyon;,bir kopya,, çalışmak ve analiz etmek için kullanılan bir yöntem...,
sketch;a drawing made quickly that lacks detail;eskiz;,ayrıntıdan yoksun,, hızlı yapılmış bir çizim,
skip;to not do  to jump;atlama;atlamak için yapmamak
slot;a long narrow opening, into which you put or fit something;yuva;içine koyduğunuz veya f...
sodium;a soft, white chemical element;sodyum;,yumuşak,, beyaz bir kimyasal element,
solar;concerning the sun, or its heat;güneş;güneş veya ısısı ile ilgili
span;the amount of time something lasts;açıklık;bir şeyin dayandığı süre
spatial;about space;uzaysal;uzay hakkında
specimen;an example of something, especially of a plant or an animal  a small amount of blood or urine;numune;,bir şeye,, özellikle bir bitkiye örnek...,
spectrum;the wavelengths of colors from red to violet;spektrum;kırmızıdan mora renklerin dalga boyları
sphere;a round 3D object. e.g. a ball;küre;yuvarlak bir 3B nesne. Örneğin. bir top
spontaneous;something that happens on its own, seemingly without cause;kendiliğinden;görünüşe göre kendi kendine olan bir şey...
stack;To put one thing on top of another e.g. books;yığın;,Bir şeyi diğerinin üzerine koymak,, örn. kitabın,
stadium;very large building with a sports field and rows of seats all around that is used for various events;stadyum;spor sahası ve roka ile çok büyük bir bina...
stance;a position or opinion that is stated to the public;duruş;kendisine bildirilen bir konum ya da görüş...
stereotype;an idea or belief about what someone or something is like, often unfair or untrue;klişe;birinin ya da bir şeyin ne olduğu hakkında bir fikir ya da inanç...
stimulus;something that makes a change.;uyarıcı;değişiklik yapan bir şey.
straightforward;easy to do or understand  not complicated;basit;yapmak kolay veya karmaşık değil
strand;something that is plaited or twisted as a rope-like length;iplik;İp gibi örülmüş veya bükülmüş bir şey...
stripe;a long, thin part of something which is a different color from the parts beside it;şerit;,farklı olan bir şeyin uzun,, ince bir parçası...,
subjective;the use of personal feelings and opinions, rather than facts;öznel;,kişisel duygu ve düşüncelerin kullanımı,, sıçan...,
surgeon;a doctor who performs surgery;cerrah;ameliyat yapan bir doktor
surplus;extra  more than is needed;fazla;gerekenden fazla
syndrome;a group of signs and symptoms that accompany a disease;sendromu;bir hastalığa eşlik eden bir grup belirti ve semptom...
synthesis;building something complex from simple parts;sentez;basit parçalardan karmaşık bir şey inşa etmek
terminal;the end of something;terminali;bir şeyin sonu
thesis;a long essay  a position taken in an argument supported by a set of reasons;tez;,uzun bir deneme,, bir tartışmada alınan bir pozisyon ...,
thread;a long, very thin, soft material used to join or make cloth;iplik;,birleştirmek için kullanılan uzun,, çok ince,, yumuşak bir malzeme...,
threshold;a level or point at which something would start or stop happening.;eşik;bir şeyin yıldız olacağı bir seviye veya nokta...
thumb;the short, thick finger on the side of your hand;başparmak;,elinizin yanındaki kısa,, kalın parmak,
toxic;poisonous  harmful;toksik;zehirli zararlı
trait;a characteristic;özellik;bir karakteristik
transcription;something written;transkripsiyon;yazılı bir şey
transplant;a medical operation in which a new organ is placed inside a patient's body;nakli;yeni bir organın yerleştirildiği tıbbi bir operasyon...
trauma;a very severe or upsetting experience;travma;çok şiddetli veya üzücü bir deneyim
triangle;a closed shape with three straight sides;üçgen;üç düz kenarı olan kapalı bir şekil
tropical;hot and humid  near to the equator;tropikal;yakın 683 sıcak ve nemli
tumor;a mass of abnormal cells that develops when cancerous cells divide and grow uncontrollably;tümör;,İngilizce Tanımlar,, dtype: object,
tutor;a teacher;öğretmen;bir öğretmen
undermine;to weaken or destroy something secretly and usually slowly;baltalamak;bir şeyi gizlice zayıflatmak veya yok etmek ve bizi...
unify;to join or bring together;birleştirmek;katılmak veya bir araya getirmek
upward;moving toward a higher point or position;yukarı;daha yüksek bir noktaya veya konuma doğru hareket ediyor
utilize;to use something practically for a particular purpose;kullanmak;belirli bir şey için pratik olarak bir şey kullanmak ...
utterance;something that is said;ifade;söylenen bir şey
vein;one of the little tubes that return blood from the body to the heart;damar;Kanı geri getiren küçük tüplerden biri...
verbal;using speech, rather than being written;sözlü;yazılmak yerine konuşmayı kullanmak
vertical;a line going up/down  not horizontal;dikey;yatay değil yukarı/aşağı giden bir çizgi
viable;able to be done  possible;uygulanabilir;yapılabilir mümkün
vitamin;a substance that is healthy for your body and can be found in foods or taken as a medicine;vitamini;Vücudunuz için sağlıklı olan bir madde ve ...
abdominal;Concerned with the abdomen or stomach;karın;Karın veya mide ile ilgili
aggregate;a sum total amount of something;toplam;bir şeyin toplam miktarı
algorithm;a step-by-step problem-solving feature;algoritma;adım adım problem çözme özelliği
altitude;the height of something above sea level;irtifa;deniz seviyesinden bir şeyin yüksekliği
analogy;comparison of things based on their similarity;analoji;göre şeylerin 700 karşılaştırması
antibiotic;concerning medicine that is used to fight certain diseases;antibiyotik;sertifikalarla savaşmak için kullanılan ilaçlarla ilgili...
antibody;a defense provided by the body against disease;antikoru;hastalığa karşı vücut tarafından sağlanan bir savunma
appendix;additional information at the end of a document;ek;sonunda 703 ek bilgi
applause;the sound made by clapping a performance or speech;alkış;Bir performansı ya da sp'yi alkışlayarak yapılan ses...
arbitrary;unsupported;keyfi;desteklenmiyor
axis;a line about which a rotating body, such as the earth, turns.;eksen;,etrafında dönen bir cismin olduğu bir çizgi,, örneğin...,
bracket;a 90 degree piece of metal used to support a wall shelf;braket;bir w'yi desteklemek için kullanılan 90 derecelik bir metal parçası...
coefficient;a number multiplied by a variable in an algebraic expression.;katsayısı;bir cebirdeki bir değişkenle çarpılan sayı...
composite;made of more than one different part;bileşik;birden fazla farklı parçadan yapılmıştır
cone;a 3D shape with a circular base  a part of the eye;koni;dairenin bir parçası olan dairesel bir tabana sahip 3 boyutlu bir şekil...
converge;to come together;yakınsama;bir araya gelmek
convergence;coming together;yakınsama;bir araya geliyor
cue;a word or action during a stage play to tell an actor to speak;işaret;bir sahne oyunu sırasında bir kelime ya da eylem anlatmak için...
cylinder;a shape or object with flat, circular ends and long, straight sides;silindir;,düz,, dairesel uçlu ve...,
degrade;to treat someone without respect  to reduce in amount or strength;bozulma;birine saygı duymadan davranmak...
delta;the place a river divides before entering a larger body of water;delta;Bir nehrin bir göle girmeden önce ikiye böldüğü yer...
deviation;not standard or normal  in statistics: the difference between one of a set of values and some fixed value, usually the mean of the set.;sapma;istatistikte standart veya normal değil: fark...
diagnostic;to do with finding out the cause of a problem;teşhis;bir sorunun nedenini bulmakla ilgili
differential;difference  diversity;diferansiyel;fark çeşitliliği
diffusion;the movement of light in many directions;difüzyon;ışığın birçok yönde hareketi
dilute;to mix  to reduce in strength, concentration, quality or purity;seyreltik;,gücü,, konsantrasyonu azaltmak için karıştırmak için ...,
dominance;the state of being more powerful, successful, or important than others;hakimiyet;,Daha güçlü,, başarılı,, ...,
dye;a liquid that colors hair or cloth;boya;saçı veya kumaşı renklendiren bir sıvı
ecology;the study of plants, animals, people, and their environments;ekoloji;,bitkiler,, hayvanlar,, insanlar ve diğer canlıların incelenmesi...,
elastic;able to return to original shape or size after stretching;elastik;sonra orijinal şekline veya boyutuna dönebilir...
elasticity;the ability to stretch easily and then quickly return to the original shape;esneklik;önce kolayca sonra hızlıca esneme yeteneği...
embed;to place or set inside rock, etc;yerleştirme;kaya vb. içine yerleştirmek veya yerleştirmek için
enzyme;a protein made by cells;enzim;hücreler tarafından yapılan bir protein
epidemic;a disease affecting many people;salgın;birçok insanı etkileyen bir hastalık
equilibrium;a state of balance;denge;bir denge durumu
erase;to remove written information or information on a computer memory;silme;yazılı bilgileri veya bilgileri kaldırmak için...
fatigue;being very tired;yorgunluk;çok yorgun olmak
fungus;a group of plants that grow on dead materials and have no flowers, e.g. mushrooms;mantar;Ölü maddeler üzerinde büyüyen bir grup bitki...
gram;a metric unit of weight;gram;bir metrik ağırlık birimi
hawk;a large bird that gets its food by killing smaller birds and animals;şahin;Yiyeceklerini küçük hayvanları öldürerek alan büyük bir kuş...
incumbent;a person who holds a particular office or position;görevli;Belirli bir ofisi veya pozisyonu elinde bulunduran kişi...
inferior;not as good as something else;aşağı;başka bir şey kadar iyi değil
intermediate;between;ara;arasında
ion;a charged atom;iyon;yüklü bir atom
kidney;an organ in the body that cleans the blood;böbrek;vücutta kanı temizleyen bir organ
lateral;on the side  moving sideways;yanal;yana doğru hareket eden tarafta
mall;a large shopping center with many individual stores;alışveriş merkezi;birçok bireysel müşteriye sahip büyük bir alışveriş merkezi...
maternal;having to do with being a mother;anne;anne olmakla ilgili
membrane;a thin covering of tissue.;membran;ince bir doku örtüsü.
messenger;someone who delivers a messages;haberci;mesaj ileten biri
motif;a distinctive form, shape or figure in a design;motifi;,bir tasarımda ayırt edici bir form,, şekil veya figür,
multinational;involving many countries;çok uluslu;birçok ülkeyi kapsayan
mutation;a change  in genetics: any event that changes genetic structure;mutasyon;genetikte bir değişiklik: değişen herhangi bir olay ...
niche;a small area  a specialised business, job or activity;niş;,küçük bir alan,, özel bir işletme,, iş veya...,
nitrogen;a colorless chemical element without a smell that forms most of the earth's atmosphere;azot;,kokusuz,, renksiz bir kimyasal element...,
node;an intersection or junction point in a network  a part on a plant where a new leaf grows;düğüm;bir ağda bir kavşak veya kavşak noktası...
nominal;in name or thought but not reality;nominal;isim veya düşünce ama gerçek değil
nucleus;control center of a cell;çekirdek;hücrenin kontrol merkezi
numerical;includes numbers;sayısal;sayıları içerir
nutrient;a chemical, food, that animals and plants need to live, develop, and be healthy;besin;,Hayvanların ve bitkilerin ihtiyaç duyduğu bir kimyasal,, gıda...,
offspring;the child of a person or the young of a plant or animal;yavru;bir kişinin çocuğu veya bir bitkinin genci ...
onset;the beginning;başlangıç;başlangıç
optimal;best;optimal;en iyi
orient;to focus your attention or efforts on something;doğu;dikkatinizi veya çabalarınızı bir şeye odaklamak için
overview;a description of the main features of something;genel bakış;bir şeyin ana özelliklerinin açıklaması
par;the usual amount;par;normal miktar
paradigm;a set of ideas that are used for understanding or explaining something;paradigma;anlamak için kullanılan bir dizi fikir...
parcel;a package or box wrapped in paper, a thing bigger than a letter that is sent in the mail;parsel;,kağıda sarılmış bir paket veya kutu,, büyük bir şey...,
pest;an unwanted insect or small animal that eats plants or food supplies;haşere;İstenmeyen böcek ya da küçük hayvan...
pesticide;a chemical substance used to kill pests;pestisit;haşereleri öldürmek için kullanılan bir kimyasal madde
plantation;a large area of plants, usually in a hot climate;plantasyon;genellikle sıcak bir iklimde bulunan geniş bir bitki alanı
plausible;being reasonable and possibly true;makul;makul ve muhtemelen doğru
pragmatic;dealing with problems in a reasonable, practical manner;pragmatik;,sorunları makul,, pratik bir şekilde ele almak...,
precipitate;to cause to happen;çökelti;gerçekleşmesine neden olmak
precipitation;rain, snow or hail;yağış;,yağmur,, kar veya dolu,
qualitative;concerning how good something is, rather than quantity;nitel;bir şeyin ne kadar iyi olduğuna ilişkin...
quantum;the smallest unit or amount of energy;kuantum;en küçük birim veya enerji miktarı
radar;a device that sends out radio waves for finding out the position of another object;radarı;bulmak için radyo dalgaları gönderen bir cihaz...
replicate;to repeat something, such as an experiment, study or process;kopya;,bir deney gibi bir şeyi tekrarlamak için,, st...,
replication;the act of making copies;çoğaltma;kopya yapma eylemi
reservoir;a lake, usually artificial, where water is collected and stored for the use of a community or industry;rezervuar;,suyun soğuk olduğu,, genellikle yapay olan bir göl...,
scripture;the holy books of a particular religion;kutsal kitap;belirli bir dinin kutsal kitapları
sediment;the material that settles to the bottom of a liquid;tortu;bir l'in dibine yerleşen malzeme...
semantic;the different meanings of words;semantik;kelimelerin farklı anlamları
shuttle;a vehicle that carries passengers or items between two places;mekik;yolcu veya eşya taşıyan bir araç bahis...
singular;one;tekil;bir
slab;a thick, flat slice of something;levha;,bir şeyin kalın,, düz bir dilimi,
slash;to cut violently;eğik çizgi;şiddetle kesmek
sniff;to smell by short intakes of air.;koklamak;kısa hava girişleri ile koklamak için.
socialize;to teach people to behave in a way which is acceptable in their culture  to spend time with people;sosyalleşmek;insanlara uygun bir şekilde davranmayı öğretmek...
static;being unchangeable or unmovable;statik;değiştirilemez veya taşınmaz
surgical;concerning surgery;cerrahi;ameliyatla ilgili
susceptible;at risk of developing a certain illness or problem;duyarlı;belirli bir hastalık veya hastalık geliştirme riski altında...
swap;to trade or exchange;takas;ticaret veya takas
synthetic;not natural  made from artificial materials;sentetik;yapay malzemelerden yapılmış doğal değil
temporal;concerning time;geçici;zamanla ilgili
thermal;with reference to some source of heat;termal;bazı ısı kaynaklarına göre
tolerance;a willingness to let people do, say or believe what they wish, without judging or challenging them;tolerans;,İnsanların yapmasına,, söylemesine veya inanmasına izin verme isteği...,
tract;a large stretch of land;yol;geniş bir arazi
trivial;unimportant;önemsiz;önemsiz
turbulent;moving violently and unevenly;çalkantılı;şiddetli ve düzensiz hareket ediyor
undergraduate;a college student who is working toward his or her first degree;lisans;kendi yolunda çalışan bir üniversite öğrencisi veya...
unintelligible;that cannot be understood;anlaşılmaz;798
urine;yellow liquid waste from the body;idrar;799 sarı sıvı atık
usage;the way something is used;kullanım;bir şeyin kullanılma şekli
valve;a device along a pipe that can either open and allow something to flow, or close and block it;valf;bir boru boyunca açılıp kapanabilen bir cihaz...
vegetation;plants;bitki örtüsü;bitki
velocity;speed in a given direction;hız;bir yönde 803 hız
vocabulary;the words that a person knows;kelime hazinesi;bir kişinin bildiği kelimeler
wheat;a kind of grain that is used to make flour for bread;buğday;un yapımında kullanılan bir çeşit tahıl...
whereby;by which  by that thing;bu sayede;hangi tarafından o şey tarafından
antiquity;an ancient period  something made a long time ago;antik çağ;eski bir dönem uzun zaman önce yapılmış bir şey
binary;having two parts  using only 2 numbers, 1 and 0;ikili;,yalnızca 2 sayı,, 1 ve 0 kullanan iki parçaya sahip,
chess;a game of strategy, for two players;satranç;iki oyuncu için bir strateji oyunu
chromosome;cell structures that carry the genetic material that is copied and passed to the next generation.;kromozom;materyali taşıyan 810 hücre yapısı...
contour;the shape of the outside edge of something;kontur;bir şeyin dış kenarının şekli
coronary;concerning the heart;koroner;kalp ile ilgili
corpus;a body  in linguistics: a body of words;korpus;dilbilimde bir beden: bir kelime bütünü
deceive;to make someone believe something that is not true;aldatmak;birini olmayan bir şeye inandırmak için ...
deflection;the action of making something move in a different direction;sapma;Bir şeyi farklı bir şekilde hareket ettirme eylemi...
denote;be a name or symbol for;belirtmek;için bir isim veya sembol olabilir
dialect;a way of speaking a language that is used only in a particular area or by a particular group;lehçesi;yalnızca kullanılan bir dili konuşmanın bir yolu...
discrete;separate  composed of distinct parts;ayrık;parçalardan oluşan 818 ayrı
encode;to change a message or information into code;kodlamak;bir mesajı veya bilgiyi koda dönüştürmek için
epidemiology;the science of how diseases spread;epidemiyoloji;hastalıkların nasıl yayıldığının bilimi
facet;a part of something;yönü;bir şeyin parçası
fin;the flat, thin body parts of a fish that sticks out and helps guide it through water;yüzgeç;,Balığın yapışan düz,, ince vücut parçaları...,
finite;having limits  lasting for a limited time;sonlu;sınırlı bir süre devam eden sınırlara sahip
flux;a state of flow and change;akı;bir akış ve değişim durumu
friction;the act of sliding two objects against each other;sürtünme;iki nesneyi birbirine kaydırma eylemi
hepatitis;a disease of the liver that causes inflammation, yellow skin and a fever;hepatit;iltihaplanmaya neden olan bir karaciğer hastalığı...
induction;bringing about, or causing;indüksiyon;meydana getiren veya neden olan
invert;to turn something upside down;ters çevirme;bir şeyi alt üst etmek
irrigation;supplying land with water using pipes;sulama;boruları kullanarak araziye su sağlamak
liter;metric unit for measuring liquid or gas;litre;veya gaz ölçmek için 830 metrik birim
locus;a place or location  in genetics: the location of a gene on a chromosome;yer;genetikte bir yer ya da konum: konum...
mentor;an experienced or wise person who teaches or helps another person;akıl hocası;öğreten ya da öğreten deneyimli ya da bilge kişi...
mercury;a heavy, silver-white metal that is used in thermometers to measure temperature  a planet;cıva;,ağır,, gümüş-beyaz bir metaldir.,
metabolism;the chemical processes of the body in which food is converted to energy;metabolizma;vücudun kimyasal süreçleri...
mole;a small animal with dark fur that lives under the ground  a unit for measuring molecules;mol;altında yaşayan koyu kürklü küçük bir hayvan ...
neuron;a nerve cell  the basic building block of the nervous system.;nöron;sinir hücresinin temel yapı taşı...
notation;a set of written signs or shapes that are used in music or mathematics;gösterimi;kullanılan bir dizi yazılı işaret veya şekil...
novice;a person with little or no experience in a particular activity, skill, or subject;acemi;Bir meslekte çok az deneyimi olan veya hiç olmayan bir kişi...
onwards;forward;sonrası;ileri
oscillation;movement, from side to side at a steady speed  a frequent change in size, strength, or direction between two limits;salınım;,hareketi,, bir yandan diğer yana sabit bir hızda...,
partition;a wall, screen, or piece of glass used to separate one area from another;bölüm;,ayırmak için kullanılan bir duvar,, perde veya cam parçası...,
physiological;concerning how the body functions;fizyolojik;vücudun nasıl çalıştığına ilişkin
quiz;a game in which players answer questions on a specific topic;sınav;oyuncuların soruları cevapladığı bir oyun ...
radius;a given area or a range around a certain point  a line from the center of a circle to its edge;yarıçapı;belirli bir alan veya belirli bir noktanın etrafındaki bir aralık...
receptor;a device that receives information  in physiology: a nerve ending that changes stimuli into impulses;alıcı;fiziksel olarak bilgi alan bir cihaz...
repertoire;a collection of skills or accomplishments.;repertuarı;bir beceri veya başarı koleksiyonu.
respiratory;to do with breathing;solunum;nefes almakla ilgili
scroll;a long rolled piece of paper with writing on it  to move up and down a computer screen;kaydırma;üzerinde yazı bulunan uzun bir kağıt parçası...
secrete;to produce a liquid;salgı;sıvı üretmek
sensory;referring to the five senses (hearing, sight, smell, taste and touch);duyusal;,beş duyuya atıfta bulunur (işitme,, görme,, ...,
solvent;something that dissolves or can melt another substance;çözücü;Bir başkasını çözen veya eritebilen bir şey...
sperm;male sex cell;sperm;erkek seks hücresi
syllable;a unit of speech;hece;konuşma birimi
terminology;specific words and expressions used in a particular field;terminolojisi;bölümde kullanılan 854 özel kelime ve ifade...
transcribe;to write something spoken;kopyala;konuşulan bir şey yazmak için
vector;a quantity that has both size and direction.;vektör;hem boyutu hem de yönü olan bir miktar.
yeast;a single-celled fungi used to make bread and beer;maya;ekmek ve bira yapımında kullanılan tek hücreli bir mantardır.
amino;a substance that combines to form the structure of proteins;amino;birleşerek yapıyı oluşturan bir madde...
artifact;object made by humans, e.g. ancient tool;eser;,tarafından yapılan 859 nesne,, ör. eski araç,
bilingual;being able to speak two languages well;iki dilli;iki dili iyi konuşabilmek
chemotherapy;the treatment of diseases, such as cancer, using chemicals;kemoterapi;,kanser,, kanser gibi hastalıkların tedavisi...,
confound;to confuse and greatly surprise someone, so that they are unable to explain a situation;kafa karıştırıcı;,birini şaşırtmak ve büyük ölçüde şaşırtmak için,, yani...,
dissection;the act or process of cutting something;diseksiyon;bir şeyi kesme eylemi veya süreci
dissertation;an in-depth paper submitted for a doctorate degree;tez;doktora derecesi için sunulan derinlemesine bir makale ...
entrant;a person who enters a contest;katılımcı;yarışmaya katılan kişi
fetal;concerning a fetus, an unborn baby;cenin;,fetüs,, doğmamış bir bebekle ilgili 866,
gradient;a measure of how steep something is;gradyan;bir şeyin ne kadar dik olduğunun bir ölçüsü
grammatical;concerning grammatical rules;gramer;gramer kuralları ile ilgili
infinity;with out end  limitless;sonsuzluk;sonu sınırsız
innate;present in a person or animal from the time of birth;doğuştan;bir insanda veya hayvanda şu andan itibaren mevcut ...
longitudinal;going from the top to the bottom of something;boyuna;bir şeyin tepeden tırnağa gitmesi
marrow;a soft, fatty tissue inside bones;ilik;,kemiklerin içinde yumuşak,, yağlı bir doku,
millimeter;1/1000th of a meter;milimetre;1/1000 metre
morphological;the study of form and structure;morfolojik;biçim ve yapı çalışması
morphology;the study of the forms and structures of plants, animals and words;morfolojisi;bitki formlarının ve yapılarının incelenmesi...
neural;about the nerves or nervous system;sinirsel;sinirler veya sinir sistemi hakkında
;having no impact;;etkisi yok
optimum;the best or most desirable;optimum;en iyi veya en çok arzu edilen
phenomenal;unusual, remarkable;olağanüstü;,olağandışı,, dikkat çekici,
phosphate;a salt or compound used to help grown plants;fosfat;yetiştirilen bitkilere yardımcı olmak için kullanılan bir tuz veya bileşik
potassium;a common, soft, silvery white metal that is usually used for farming or industrial purposes;potasyum;,ortak,, yumuşak,, gümüşi beyaz bir metal olan biziz...,
primer;a book that covers the basics of a subject  a kind of paint;astar;bir konunun temellerini kapsayan bir kitap ...
proton;a very small part of an atom that has a positive electrical charge;proton;pozitif bir atomun çok küçük bir parçası...
soluble;can be mixed with a liquid, e.g. salt is soluble in water;çözünür;,bir sıvı ile karıştırılabilir,, örn. tuz çözünür...,
substrate;a substance which a catalyst or enzyme has an effect on;alt tabaka;bir katalizör veya enzimin sahip olduğu bir madde ...
subtract;to take away, e.g. 20 - 5 = 15;çıkarma;,almak için,, ör. 20 - 5 = 15,
syllabus;the teaching schedule for a course in a school or university;ders programı;Bir okulda bir ders için öğretim programı...
trajectory;the path followed by an object moving through space;yörünge;içinden geçen bir nesnenin izlediği yol ...
transparency;the amount you can see through something;şeffaflık;Bir şeyin içinden görebileceğiniz miktar
vowel;a speech sound  a, e , i, o, u and sometimes y;sesli harf;,a konuşma sesi a,, e ,, i,, o,, u ve bazen y,
watershed;a period of time during which important, significant changes take place;havza;,önemli,, mühim olan bir zaman dilimi...,
algebra;mathematics using letters and symbols in place of some numbers;cebir;ve sembolleri yerinde kullanan 892 matematik...
amplitude;the breadth, width or largeness of something;genlik;,bir şeyin genişliği,, genişliği veya büyüklüğü,
biodiversity;the variation in an environment, the number of different types of life found there;biyolojik çeşitlilik;,bir ortamdaki varyasyon,, sayı...,
chloride;a chemical compound that is a mixture of chlorine and something else;klorür;klor karışımı olan kimyasal bir bileşik...
circa;an approximate time period;896;yaklaşık bir zaman dilimi
consonant;a speech sound  any letter in the alphabet that is not a vowel.;ünsüz;,bir konuşma sesi,, alfabedeki herhangi bir harf...,
cortex;the outer part of an organ or structure;korteks;bir organın veya yapının dış kısmı
inversion;a change in position of things so they become the opposite;inversiyon;,şeylerin konumunda bir değişiklik,, böylece onlar ...,
lexical;about words;sözlük;hakkında kelimeler
multi;a prefix meaning 'more than one';çoklu;'birden fazla' anlamına gelen bir önek
phonological;concerning sound;fonolojik;ses ile ilgili
postgraduate;graduate studying for a further degree;lisansüstü;lisansüstü bir ileri derece için eğitim
sneeze;to loudly blow air out of your nose or mouth in a sudden uncontrolled way;hapşırma;burnunuzdan veya ağzınızdan yüksek sesle hava üflemek için...
syntactic;grammatical;sözdizimi;gramer
syntax;the study of a system, such as the system of words in a sentence;sözdizimi;w sistemi gibi bir sistemin incelenmesi...
theorem;a statement that can be proved;teoremi;kanıtlanabilir bir ifade
aerosol;a container that sprays liquid under pressure;aerosol;basınç altında sıvı püskürten bir kap
axiom;a statement that is accepted as true;aksiyomu;doğru olarak kabul edilen bir ifade
calculus;a type of mathematics used for calculating such things as the slopes of curves;hesabı;başarıyı hesaplamak için kullanılan bir matematik türü...
capillary;very small blood vessels;kılcal;çok küçük kan damarları
comma;mark showing a pause or list in a sentence;virgül;cümlede duraklama veya listeyi gösteren 912 işareti
congruent;having the same shape and size;uyumlu;aynı şekle ve boyuta sahip
denominator;the bottom number in a fraction;paydası;kesirdeki en alttaki sayı
equivalence;when something is equal to something else;eşdeğeri;bir şey başka bir şeye eşit olduğunda
exponential;a constant e raised to a power equal to a given expression: e.g. e3x is the exponential of 3x.;üstel;,sabit bir e,, verilene eşit bir güce yükseltilmiş...,
helix;a 3D spiral shape;sarmal;bir 3D spiral şekli
herbicide;a poison that kills weeds;herbisit;yabani otları öldüren bir zehir
semi;a prefix meaning 'half';yarı;'yarım' anlamına gelen bir önek
splice;act of connecting two pieces of rope or wire into one;ek yeri;iki parça halat veya tel bağlama eylemi...
connotation;an association  an implication;çağrışım;bir dernek bir ima
descriptor;a label  something that describes;tanımlayıcı;bir şeyi tanımlayan bir etiket
oxidize;to convert (an element) into an oxide  combine with oxygen - to rust;oksitlemek;(bir elementi) bir oksit kombinasyonuna dönüştürmek için...
parenthesis;one of two symbols ( and ), used in writing;parantez;Yazılı olarak kullanılan iki sembolden ( ve ) biri
semester;half a year in school or college;yarıyıl;veya kolejde 925 yarım yıl
trans;a prefix meaning 'across', 'through' or 'changing thoroughly';trans;,'karşıdan',, 'içinden' veya 'değiştirmek' anlamına gelen bir önek.,
volition;the act of making a conscious choice;irade;bilinçli bir seçim yapma eylemi
factorial;concerning factors or factorials;faktöriyel;veya faktöriyellerle ilgili 928
solute;a substance that has dissolved in a solvent and become part of the liquid, so that they form a solution;çözünen;bir çözücü içinde çözülmüş bir madde ve...
mid;at (or near) the middle point;orta;noktada (veya yakınında) 930
airplane;a machine that flies through the air;uçak;havada uçan bir makine
artwork;photographs or pictures in a printed publication;sanat eseri;bir yayında 932 fotoğraf veya resim
breakdown;when normal activity or behaviour stops;arıza;normal aktivite veya davranış durduğunda
classroom;room in a school where lessons take place;sınıf;yapıldığı okulda 934 oda
feedback;a response to a message  information about a person's behavior;geri bildirim;bir mesajla ilgili bir yanıt bilgisi bir p...
footnote;extra information at the bottom of a page;dipnot;sayfanın altında 936 ek bilgi
halfway;a middle point between two extremes;yarı yolda;iki uç nokta arasındaki orta nokta
handout;a piece of paper with information, often given out before a presentation;çalışma kağıdı;genellikle verilen bilgi içeren bir kağıt parçası...
homework;work that a student is given to do at home;ödev;öğrencinin evde yapması için verilen 939 çalışma
layout;plan or design of something, e.g. of book page;düzeni;,bir şeyin planı veya tasarımı,, ör. kitap sayfasının,
lifestyle;the type of life that you have;yaşam tarzı;sahip olduğunuz yaşam türü
lifetime;the time between birth and death;ömür boyu;doğum ve ölüm arasındaki süre
pathway;a path or way that you can walk;yolu;yürüyebileceğiniz bir yol veya yol
rainfall;water falling from the sky;yağış;düşen 944 su
textbook;a book that is used to study;ders kitabı;çalışmak için kullanılan bir kitap
uplift;to make someone feel happier or more hopeful;yükseltme;birini daha mutlu veya daha umutlu hissettirmek için
wavelength;the size of a wave  a shared understanding;dalga boyu;dalga boyutunda ortak bir anlayış
widespread;happening or existing in many places  affecting many people;yaygın;birçok yerde 948 oluyor veya var...
workshop;a brief intensive course for a small group  emphasizes problem solving;atölye;küçük bir grup için kısa bir yoğun kurs...
anti;a prefix meaning 'against' or 'opposed';anti;'karşı' veya 'karşıt' anlamına gelen bir önek
ex;"a prefix meaning ""out of,"" ""from,"" or ""not""";eski;",""dışarıdan"",, ""dan"" veya ""değil"" anlamına gelen bir önek,"
micro;a prefix meaning 'very small', such as microchip;mikro;mikroçip gibi 'çok küçük' anlamına gelen bir ön ek
neo;a prefix meaning 'recent' or 'new';yeni;'son' veya 'yeni' anlamına gelen bir önek
non;a prefix meaning 'not';olmayan;'değil' anlamına gelen bir önek
pi;the ratio of the circumference to the diameter of a circle  approximately equal to 3.14;pi;çevrenin çapa oranı...
pole;a long, narrow piece of metal or wood, that is used to hold or support something;kutup;,uzun,, dar bir metal veya tahta parçası,, yani...,
pre;a prefix meaning 'before';ön;'önce' anlamına gelen bir önek
sub;a prefix meaning 'under' or 'instead of';alt;'altında' veya 'yerine' anlamına gelen bir önek
super;of the highest quality  great  marvelous;süper;en kaliteli harika harika
headquarter;the main office of a company or organisation;merkez;bir şirketin veya kuruluşun ana ofisi
identical;the same in every way;özdeş;her şekilde aynı
